sentiment,review_body,product_category
-1,This dress is beautiful and extremely well made... if you can get into it. the only way to close the dress is a line of difficult to button buttons up the back. it's form fitting  so you'd better be on your yoga a game or have a loved one or hand maiden to lend a hand. i thought about taking it to a tailor to install a hidden side zipper  but it's soooo form fitting i'm afraid i wouldn't wear it.,Dresses
-1,I loved the dress  but just not dressy enough after rethinking what i needed. very easy order and return. thanks!,Dresses
0,"The dress fit fine  with two exceptions. first  i am 5'1""  and i ordered a petite 4. the dress was dragging on the ground  so it would need hemming if i were keeping it. but the deal breaker was that the gathering of the outer fabric over the bust stuck out an inch beyond my 34d figure  which made me look like i had very oddly shaped nipples. i made the assumption that the dress i received was defective  so sent it back  but unfortunately  the replacement fit the same way. the lining fabric fit",Dresses
0,I tried on the xs petite  and liked it but didn't love. the arm holes seemed big  you could see my pink bra peeked through on te sides. also  the material is soft but thin (see through  somewhat). the xs petite  just seemed big overall  i would try the xxs petite if it goes on sale and is available. i am 115 lbs  30dd for reference.,Dresses
0,I didn't hate it  but i don't love it. i purchased it in 2 colors b/c i thought i'd fall in love. it is just ok. maybe it's b/c i have a larger chest  but i felt like it was too small in the chest area and too loose elsewhere. not the maxi fit i normally go for. however  the material is great and it's a simple sunday dress to lounge around in and run errands comfortably.,Dresses
0,"I'm 5'6""  34b/32c  apprx 125#  & lift weights so i have bigger/muscular lats  back  arms. my lower half i wear sz 25 mother  ag  or 7 mankind jeans  but upper is more med (4-6 sz). hips apprx 35""  waist 28"". my tops: i don't like things tight. i ordered medium  top fits perfect  but waist/hips i have take in as more like a rigid/stiff  gunny sax cottony type fabric  not super light chiffon as photos appear. the under lining super short in front and top of calf in back  but lining follows the she",Dresses
0,I loved the colors on this dress  but i don't like the way it fits. it is tight around the shoulders  but the rest of the dress is really big and has no shape,Dresses
0,"What i liked:  1. midweight fabric. it's not lined and when i read polyester in the description  i was worried that it might be thin  but this is a stretchy midweight fabric.  2. pretty pretty print    what i did not like:  1. i don't know what dress the model is wearing  but this was an empire waist dress on me. i'm 5'7"". because it was empire waist  the long hem makes this look like a maternity dress on me.  2. the sleeves are cut oddly. they look too wide for the dress  even on this model.  3",Dresses
0,Cute little dress fits tts. it is a little high waisted. good length for my 5'9 height. i like the dress  i'm just not in love with it. i dont think it looks or feels cheap. it appears just as pictured.,Dresses
0,My store had this and i was so intrigued with its nearly $400 price tag that i decided to play dress up. the colors in person match the colors online  so that was nice to see consistency. overall though  i feel like a dress of that price would need to make me feel like a million bucks  which it did not. most items that fit my slender frame are too short  and this was no exception. the xs fit but i wouldn't be doing much moving  walking or dancing in this dress  which brings me to the question of,Dresses
0,"I wanted to love this dress as it seemed perfect for spring and summer  but it just didn't work for me. it made me feel a bit frumpy  honestly. i purchased the neutral color. maybe the ""red"" would have been less... grandmotherly. something about the elastic waist just didn't work for me either. i tried this with boots  booties  heels  clogs  flats  sandals and i just couldn't make this dress work. sadly sending this one back. i'm 5'7""  140 lbs and tried the medium.",Dresses
1,The stress is a simple basic. i got it in the navy stripe and have worn it with the long gray scarf  similar to pictured. it is very soft and comfortable.,Dresses
1,I adore this dress.  the fabrics are elegant and unique and combine for a stunning look!  tried with a belt and looks wonderful with or without......so many options.  perfect dress for warm autumn days!  ordered my usual size and fits very true to size.  a must have!,Dresses
1,"This dress is extremely flattering on and looks a lot better when worn than on the hanger. the cut drapes very nicely and is true to size. i am 5 feet tall / 95lbs and the xxsp fit perfectly. it is a bit short however  so i would caution that it may not be work ""office"" appropriate if you are taller. like most hd in paris dresses  it is also quite thin although lined. this dress would look lovely with a either delicate jewelry or a bold statement piece and is casual enough for a lunch outing or",Dresses
1,"I ordered this online and love it. the fabric feels nice and it if fitted on the top then the bottom flows. i ordered a 4 which is my normal dress size and it fit perfect. comes a little above my knees. i'm 5'6"".",Dresses
1,I just bought this dress today and i'm in love! i can't wait for the wedding i am wearing it to so i can wear it to other fun things too! looks even more amazing in heels.,Dresses
1,"This dress is gorgeous! i ordered it because i was getting other things and there was free shipping.  i am 5'3.5"" and abt 123 lbs. usually between an xs and s and also between reg & petite. sometimes i have to order multiple sizes to get a decent fit. i ordered a sz small petite and it's perfect. super soft  great colors  perfect length!! love it!",Dresses
1,This dress is easy and attractive. it's very soft and just slips on  but looks very put together. on my shorter frame  it's a bit long  more midi length  but it's so comfortable and pretty  that i'm fine with it; it looks a little bit 20's that way. recommended.,Dresses
1,I got this tunic in the bright red  and it is a great  fun color that leans just slightly to the orange side of red. (my computer screen makes it look more orange than it does in person. i'm happier with the actual color.) the fabric is soft  comfortable and hangs beautifully. wrinkles fall out when you hang it up. i also have the tegan tunic in 2 colors and find the fit to be the same. however  the hi-low hem on this dress is a little more exaggerated than on the tegan. the tegan travels very w,Dresses
1,This is an all-purpose outfit  well-made  good material. it can be worn many ways.,Dresses
-1,I thought it would be heavier than it is. it's thin and more delicate than what i would expect for a winter sweater (it contains wool so not really suitable for spring/summer). it's also shorter than it appears on the model and a little wider/boxier too.,Fine gauge
-1,I was very disappointed when it arrived and had elbow length sleeves. from the photo  it looked like full length sleeves. it went back.,Fine gauge
-1,And not in a good way. everywhere i went  i left a little of this sweater behind. within hours of having it on  i was picking balls of fabric off the couch  bed  and the sweater itself looked like it was molting. great style  fabric and fit (although a little on the long side ) but there's no way i can keep it.,Fine gauge
-1,I ordered this in size xl in ivory. it was a drab  poorly-made  too-small sweater. the knit material wasn't good quality and the overall fit didn't work. i liked the light red color and maybe if that had been in stock  then i would have overlooked the problems. but  there are better ivory retailer cardigans available. this was returned.,Fine gauge
-1,I just got this in the mail the other day. i was really excited and then crushed. one  buttons go all the way down and not what is in the photo. it takes it from hip whimsy to granny old lady sweater and then the minute i put it on it started pilling. it looked old and i wore it about 6 hours. i also used the roller lint remover on it and it pulled off one of the eyes on the snail. it is soft and felt comfy but look raggy and therefore it is going back. too bad but not what i bought and then not,Fine gauge
-1,Had to return this for a couple of reasons: 1) was too small! it's made like one of those tiny mittens that stretches to fit any size hand. i didn't bother to order a size up because i wasn't sure whether to go from a small to a medium or to a large. 2) the main color isn't grey  like the picture. it's a black and white checkered pattern. so  it doesn't look at all grey irl.    i'm still recommending because  if you get the right size  and like the colors  it will be a nice  light and comfy swea,Fine gauge
-1,This sweater looked so promising with the tie waist and pretty lacy edging  but turned out to be a disappointment. it was much shorter than it looks in the photos and barely came to my hips. and the plum color was much darker than i expected  more of a dull brownish-burgundy.,Fine gauge
-1,This sweater has the weirdest stitching  although the buttons on the sleeves are a nice touch and the hunter green color is to die...poor fit means poor sweater :),Fine gauge
-1,The fit was not flattering at all  but the worst part was the colors were really dull and not bright as shown in the online photos.,Fine gauge
0,So when i saw a sweater with a big llama face on the front of it  i knew it must be mine. i ordered it and eagerly awaited its arrival. while the llama print and color of the sweater are ah-mazing  the fit of the sweater leaves something to be desired. i'm a 36 dd and mostly a size l  so that's what i ordered. it wasn't snug  but it didn't have the cut to pull off the oversized drapey look  so the areas where it was loose looked...strange. the sleeves were really long too  but i could have rolle,Fine gauge
0,"The high neck and ""square-ness"" did not work for me .. but might for someone else.",Fine gauge
0,This sweater is thicker and darker than it appears online. i thought it would be more of a blush color  but it's more dark gray and brown. it wasn't that flattering on me as a cardigan. looked a little cuter all buttoned up  but ultimately i am not keeping because of the color.,Fine gauge
0,This is a relatively cute top when you try it on. however  i don't think it will hold it's shape after even just 1 wear. it also doesn't seem like you could wash it without ruining it (like a shirt form a 'throw-away' cheap clothing store). i checked the fabric tag and it is a very high % viscose - meaning  it won't last long at all. i'm returning and feel frustrated with how cheap the fabric is.,Fine gauge
0,This thing sheds so much it's almost unuseable but i used an entire roll of sticky roller and got it to the point where i could wear it with only a glob of fuzz on my underwear not other people's couches. it's cute and fits well other than that. buy a sticky roller!,Fine gauge
0,I was very excited when i saw this in a perk email and immediately went to order it. unfortunately  the stock image of this pullover is misleading. it's boxy (image makes it seem like it's form-fitting) and the weave/mesh is much thicker and open in person. as shown  you do need a cami underneath. i ordered this in a small and medium since it's an online exclusive and there were no other products by on the road to see reviews of to know how their tops fit. i wanted to love this. i didn't think i,Fine gauge
0,Sooooo soft! not a ton of shape but very versitile and warm!,Fine gauge
0,I love the style of this top. hand washed before wearing and it looks like a rag before i even got to wear it. very disappointed since i thought it would be a very practical tank.,Fine gauge
0,I love the look of this sweater and was so happy with how it looked and felt when i first tried it on  but within a day of wear  i noticed significant pilling  which made it appear much older / worn.,Fine gauge
1,"I bought this is a size small  i'm 5'8"" 140 and the fit it perfect. it is a very pretty red and looks very cute on. i'm very happy i bought it but i did buy it on sale otherwise i may have hesitated because of the price.",Fine gauge
1,This top is very interesting  has delicate knitting pattern  feels very soft but also very thin. i ordered a purple size large  and it was true to size  but a little shorter in the body than looks  sleeves are long just as other reviewers have mentioned. i am 6ft tall  160lb and i have long torso & curvy body  so this sweater turned out to be shorter than i hoped but with all that underneath layering it could be manageable. overall look of the sweater is about the same as the photo  the only mat,Fine gauge
1,This poncho is so comfortable. fabric soft and not too hot. this goes with so many things. my favorite purchase this fall!,Fine gauge
1,This is a beautiful and super soft cashmere sweater. i found it to run large  so thankfully i ordered one size down  which was perfect. i'm normally xs  but the xxs was very flattering  still loose and casual  but fitted in the waist and arms. it is longer in length and hit mid to lower hip on my petite frame. the regular was fine  but a petite would probably be great. the sleeves are nice and long and have a pretty lace stitch detail. the cowl is nice  not too overwhelming. this is so soft and,Fine gauge
1,"Wasn't expecting this to look good on when i grabbed it off the sale rack. to my surprise it's very cute. the very high up slits for the 2 front panels and the lightweight knit break up the heavy appearance of this poncho when it's on. you can slip your arms out of the sleeves to keep warm when the evening gets cooler. i love it. got the gray and black stripes on off white background. will try belting the two front panels  as another reviewer suggested. i'm 5'3"" petite. so  it doesn't swallow me",Fine gauge
1,This sweater is substantial  well-made  fabric is thick and comfortable. the length is on the shorter side  not cropped but shorter  perhaps if they had petite  ti would be cropped. the sleeves are perfect length too on me  it looks shorter on the model  they hit at mys wrists (i do usually need petite length). it seems a simple top  but it is quite beautiful in person. i strongly recommend it  even for the price...    xs and i am 115 lbs  30dd chest  26.5 in waist,Fine gauge
1,This is a lovely sweater that doesn't look much on me the way it does on the model in the picture. i actually like it better on me! it's got a good scoop neck and it gives me a shape. i tried it on in a small and i'm on the fence about whether to buy it or not. i don't really need it  but with the discount codes retailer is offering these days i feel like i should buy it anyway...,Fine gauge
1,Such a gorgeous weight  cut and style! the button detail is adorable and the fit of the sweater is fantastic. the hem style  (not sure what you would call it)  is incredibly flattering for an hourglass figure. i am 5'4  133 and 34dd. fit is tts  maybe a bit large but nothing crazy. love,Fine gauge
1,"I ordered the black 2 months ago  it was on back order  and i jsut received it finally. the fabric is super soft  itried on both xxs and xs and could keeo either one. the ""v"" in front where it crosses is low  so most people do need a cami underneath  but you could probably do without for ultra sexy look (not my style  but could be done). i plan on wearing this with skirts  deresses and slacks... i saw a commet on the lighter color  not sure  but love this one in black for sure@",Fine gauge
-1,You have to be a contortionist to get this bra on. it slips over your head and i needed my 8yo daughter to help me pull it down past my elbows. ridiculously impractical. why oh why didn't heather give it a hook and loop closure instead?,Intimates
-1,Material is strange. triangle top is funky. this is just not awesome in any way.,Intimates
-1,"This nightgown looked so comfy and cute! i ordered a large and it was so uncomfortably tight.i'm 5'3"" and 150lbs. it was such a shame. size large should not just be really a medium!",Intimates
-1,The first time i wore this tank it started pilling around the arms and down the sides. it is terribly quality  and gets worse with every wear and wash. possibly the worst wear on a new clothing item i've ever seen. like the design and fit  immediately relegated it to a weekend/home shirt because it was unprofessionally pilly and the pills are small so can't be shaved off.,Intimates
-1,The bra is comfortable and the design is good. however  the sizing is way off. i am a 34c and the small fits well with minimal support. not sure about quality. this one might have to go back :(,Intimates
-1,This could have been an amazing chemise but it is too short even for bed- perhaps it could be used for a tank. i am 5'3 but do have a long torso. it did not fully cover my booty.,Intimates
-1,I am pregnant and i thought this would be a great sleep bra. it's soft and fits okay  but it has zero support or shape. i would only buy if you are a b cup or smaller and can get away without support. if i would have seen this is the store  i would have passed over it. however  i was too lazy to return so i am wearing it. it's comfortable so that's a redeeming quality. i would not recommend for larger chested ladies  though!,Intimates
-1,"Got this in the sky color. returned it because the top is way too sheer for me  if you know what i mean. i wanted a pretty gown i can wear without a robe in front of my kids. no can do. also  for the price  material just felt flimsy & cheap. it does run small ~ the medium was good on me and i'm 5'2""  114#  34b",Intimates
-1,It seemed to stay in place and did not require constant readjustment. however  i found the band to be extremely small and tight. it is not the most comfortable bra because of the way the band just presses into your skin.,Intimates
0,I ordered this in black and white  thinking you can never have enough silk camisoles.     i returned the black because it looked like polyester. the white is actually a cream/ivory  not bright white as pictured. it is also not the best feeling quality  however the fit is good  and true to size.,Intimates
0,"The fit is gorgeous  but i didn't realize it was completely transparent. when it says ""mesh"" it means ""mesh""! i was thinking the ""mesh"" part was on the bottom. because of how it is cut  high on the shoulders  you can't wear a cami underneath to provide coverage. very cute  but not practical.",Intimates
0,I have been eyeing this piece for months now! i broke down and bought it when they finally had my size in stock. i am 5 '4 and 110 lbs and have a very small chest so i ordered an xs. i think the top is too baggy for me. yes  the top and bottoms fit overall  but it doesn't look as nice and form fitting like it does on the model. it is very sheer--which is the thing that discourages me the most. i love the concept of this piece but the execution could use some work  which i am willing to work on s,Intimates
0,I'm a b-cup who hates traditional underwire bras  so i was excited to try this one out. while i appreciate that this bra has more structure and support than other wireless comfy bras  the cups provided too much coverage for my style. if you want to wear a shirt with a wide neck  or do a cute off-the-shoulder thing with your shirt  the top of the cup shows. bummer!,Intimates
0,I wanted to love these because they are so pretty and come in lots of colors  but after only a few minutes of wearing them  i was having to pull them out of my bottom! why does women's underwear so frequently ride up? i normally wear a size 4/28  and ordered these in a m  but i guess they were still too small  which seems unreasonable to me. they are soft and pretty  but i will not be ordering more.,Intimates
0,If your hips are bigger than a size 6 us you can't fully close this robe. the model must be wearing the larger of the two sizes to have such a nice oversized fit. the fabric is soft and lux and amazing  but the weird dart in the back and the closure is right over my sadly size 8 hips and butt. if i was taller and thinner i would have kept this and worn it every day.,Intimates
0,I love and live in these but the recent scoop tanks i purchased were thin  not as great. so i want to recommend them because they are really versatile but the quality has deminished.,Intimates
0,When ordering this product  i thought it was strange that the mediums were sold out. i went with the small which is generally what i wear. however  these run small and i see why the medium ran out. they are pretty  however  i wish they made them more true to size.,Intimates
0,Got this in the mail today and while the design is cute  it's not as soft and comfortable as i would like. the front clasp takes a bit of practice to get on and off. the straps are a bit thin and hurts a bit.,Intimates
1,"Bought the black xs to go under the larkspur midi dress because they didn't bother lining the skirt portion (grrrrrrrrrrr).  my stats are 34a-28/29-36 and the xs fit very smoothly around the chest and was flowy around my lower half  so i would say it's running big.  the straps are very pretty and it could easily be nightwear too.  i'm 5'6"" and it came to just below my knees.",Intimates
1,I guess this is a true to size  i am usually a 30dd and ordered 32d  fits great. the back is really pretty  so even though it is a tiny bit looser  i decided to keep it...,Intimates
1,Cute little sleep mask! the elastic band is wide so it doesn't ever feel like it's digging into your head. does a very good job keeping out light.,Intimates
1,The design is gorgeous and the fabric feels great. not a lot of functionality  then again i did buy the kimono to feel sexy and not to keep warm! i ordered the xsmall/small and feel i should have ordered the med/large. unless you're super tiny/fit  i'd recommend sizing up here. i bet it would still be super flattering a touch larger!,Intimates
1,This is by far the most comfortable bra i've ever owned. i love the convertible strap feature. it's great for shirts with a back cutout.,Intimates
1,I bought this to wear with a skirt that i wanted to dress down - i needed something that was long enough to be able to tuck it in without having that awkward line. its a great fit.,Intimates
1,"This well made chemise is figure flattering and just the right length for me (5'2""). i would wear it as a slip or a nightie. looking forward to wearing it!",Intimates
1,"This is a great layering piece. got in orange color and it is really a beautiful shade. i am 5'3"" 36dd and went with a m. very flowy  nice length (more on the short side)  and not see through. i am able to wear without a bra  where the ruffles cover any possible chance of seeing anything ;). i have a black came from another brand and have literally worn it to pieces. goes well under a jacket for work  a kimono  wrap  denim jacket  just anything! i was a bit disappointed it is ""dry clean only""  h",Intimates
1,Only the xxs was left  so i was a little concerned that it might be too small. not the case at all thanks to the very functional adjustable straps & high quality of craftsmanship & design. for reference  i'm 32c  5'2 110-115lbs - kind off petite w/an athletic build. the black is lovely classic. the color  along with the beautiful design give this a timeless classic french look. very comfortable  too. love so much i  ordering more!,Intimates
-1,This jacket was cute  however  i am normally a large with a bit of room to spare.  this has the irritating issue of not fitting under the arms and across the chest and shoulders.  it is not my shape as most other brands at retailer fit me. this jacket is not sized correctly.,Jackets
-1,After reading the previous reviews i thought sizing down would be a great idea. as soon as i pulled it out of the bag i knew that the xs/s was still wayyy too big. for reference i am 5'3 and a 34ddd and usually wear an 8 but this thing was enormous. it was shapeless and boxy but done so horribly it looked like i was pregnant. it has an adjustable draw string at the bottom which helps to make you look like a balloon. such a disappointment. the design was lovely and it looked very high quality and,Jackets
-1,"I didn't receive a jacket. i received a very expensive cardigan sweater with no structural qualities to it. jackets have some structure to them. for example they might nip in at the waist a bit. this cardigan doesn't do that. it hangs in a very boxy shape. the quality is great. very light weight and i really love the little pockets and details  but i don't need/want another cardigan.     i'm 5'5""  118 lbs and got a small. the small seemed big  but i think it would have fit fine if it had more st",Jackets
-1,The colors on this kimono are amazing and i really loved it  however  i too noticed the 'delicateness' of the material. it is so delicate that parts were starting to fray - including next to the kimono's label. so sad.,Jackets
-1,This fell apart after wearing it once. for the price  it should hold up better. it's too delicate.,Jackets
-1,I was leery of purchasing this blazer online without any reviews to read...and now i know better. the color and fabric are nice and what you would expect from the photos. the sleeves  however  ran small compared to the body. the shoulders also pulled and felt narrow compared to the torso. the body the opposite...too large and not flattering on an hourglass figure...no darts  no fitted places  nothing making it tailored to fit. open it hung wide with an unflattering silhouette. buttoned  it sprea,Jackets
-1,Does not look like the picture. lined with a cheap denim fabric inside that shows when arms are rolled up. i normally always fit in mediums and this jacket is so small in the arms as well as body that it fit like a xs.,Jackets
-1,A good part of my closet is filled with retailer clothes. i mix them with my basics  scarves and jewelry. so  i immediately thought of a dozen ways this kimono could jazz up anything from skinny jeans to slip dresses  even though i felt it was pretty pricey. when it arrived  i was more than disappointed in the cheapness of the fabric. it does nothing for any of my intended clothes  so it is going back asap.,Jackets
-1,I built a new wardrobe around the three lovely velvet blazers: moss  copper and burgundy. they are soft  well-fitting  pretty linings and very satisfactory. this new version is stiff material  and ill-fitting. not coming in petite is a problem and it may fit others better  but it is too full across the front. with the stiff materials  this is a bad fit. disappointing and going back.,Jackets
0,You guys  i love this so much! however  within one hour of wearing it  the back seam completely ripped. it fit me perfectly... sadly i&#39;ll have to return the damaged item. really sad it&#39;s all sold out too!,Jackets
0,This jacket is cozy  warm  and very cute  but after the 1st washing (according to the manufacturer's instructions) it began to pill and has worsened each time.,Jackets
0,This blazer is a nice weight for summer. it is more terracotta than rose  but is still a nice color. the fit is tts and flattering. however  the buttons were almost falling off the one i received. i didn't take this as a sign of great quality and plan to return it.,Jackets
0,Was looking more for a tailored  blazer like chino jacket. this was just too bulky. usually wear a 00p  ordered the 00  and could have put a chunky sweater underneath. 5'4''  110 lbs  32c for reference.,Jackets
0,Ordered my regular size large and the fit was a snug around my hips when snapped. i didn't plan on wearing it that way so that wasn't a deal breaker for me. but because i have a larger bust i felt the padding added pounds and lots of width to my frame. i also had the same issues with coloring as other reviewers. and lastly  the collar is really high and it just bugged me. so this one went back.,Jackets
0,"Loved the look of this wool and so well made! problem was it literally would have been better on a bed as a blanket than on my body as a blanket coat. just overwhelmed me and didn't look good. i'm 5/9"" and 160 lbs so i'm no shrinking violet just too heavy of fabric.",Jackets
0,This jacket was too wide and the length in the arms too short. i wear a medium in almost any article of clothing and felt like i was swimming in a short little jacket. the ratio of how wide it is to the length is not for me but might work well with other body types. the arms were definitely too short.,Jackets
0,The fabric is beautiful  even the lining is lovely. i ordered the green color in a large  as i'm curvy and have long arms. but it just doesn't lay correctly at all - the collar has no structure  even though it's a lapel  and the side vents just pop out - the jacket added about 10lbs  and just looked frumpy. it looks much more tailored on the model. too bad  as i have been looking for a velvet blazer in the color for a long time.,Jackets
