-1,"I was so excited to receive this top!!! the material and design is gorgeous but it is way way way too short!!! i'm 5'7"" with an hourglass shape/average build and it barely hit the top of my pants! it otherwise fit true to size. so disappointed!!!! and for the price  it really should be cut better."
0,I loved the dog on this sweater  and i rushed into the store to buy it. once i tried it on  like others  i did find it to be itchy  but that i could deal with using a tank or something. what bothered me the most was the way the arms were cut. my arms looked much bigger than they are  so sadly i left it at the store. it really is a cute sweater though...
1,I purchased the bright red color of this bandeau top. the color is vibrant and the overall style is very cute. unfortunately it made my chest look too big... but the quality is really nice and i'm sure it would look gorgeous on other body types.
0,Gorgeous  but the trim detail on both in-store coats was already trashed and falling apart. for $218 and it can't even make it out of the store intact? i love the look but didn't want it to fall apart. they should've done an extra reinforcing stitch on the trim. such a shame!!
-1,Note to photographers: please don't cinch the wait of a blouse to make something look tailored when it isn't. this could have been a real win if it had been more simply executed. i'm petite  way too much fabric. returned.
-1,"When i saw this jacket in store  i fell in love with it. the colors with the quilting and gold studs are gorgeous. i am 5'3"" 130# 36dd with petite frame. i tried a m on in store and the sleeves were super long and wide. the s was too small across chest and hung open oddly. the jacket is a nice heavy weight and great quality. i ordered a petite m and it was no better. i literally looked like a big marshmallow...a linebacker! the sleeves were so unflattering where it looked like i was wearing pvc"
0,I agree with the other reviews that these jeans run big. for my body  straight up and down  i ordered 2 sizes down  but would have ordered one size down had i been able to try them on in the store. the jeans i received were lighter  not blue  and more grey with very noticeable white whiskering. i need a new pair of jearns and i love the cut of these so i am keeping this pair  but  for me  because of the color they are just ok compared to the wow i was expecting from the picture.
-1,This item is huge. i'm normally a medium  sized down to a small  still massive. couldn't go too much smaller because the buttons would pull at the chest. but the sleeves are very wide  as is the waist. way too much fabric. i had high hopes for this one but it just doesn't work. for reference i love billowy and flowy tops  but this was a tent.
-1,This shirt is purportedly made of silk  but it is extremely low quality. the material is coarse and scratchy. it's not even worth it at the extra 40% off sale price. returned.
1,Unfortunately had to return this. i loved it but just doesn't work for my petite size.
0,I ordered my normal size 6 in this dress and could barely get it on. it runs very small. i would suggest going up a size or maybe even two sizes up.
1,"This dress is wonderful and the petite sizing is really for petites! (i have recently returned two dresses and a skirt that were way too large in the petite offering...so i was not really expecting this dress to fit so well!) i ordered in the 2p. i am 5'4"" about 120#. it fits beautifully...even though it's a tad bit loose in the arm openings and i think i could have sized down to the 0p (it is no longer available though). but this dress drapes so lovely and the material is so thin that there is"
1,I really like the red version of this shirt. it will add a pop of color under a blazer for work or it can be easily accessorized with a necklace  for the weekend. i am 137 lbs  a 34d chest and the small fit me perfectly.
1,"This dress is extremely flattering on and looks a lot better when worn than on the hanger. the cut drapes very nicely and is true to size. i am 5 feet tall / 95lbs and the xxsp fit perfectly. it is a bit short however  so i would caution that it may not be work ""office"" appropriate if you are taller. like most hd in paris dresses  it is also quite thin although lined. this dress would look lovely with a either delicate jewelry or a bold statement piece and is casual enough for a lunch outing or"
-1,It's nice material but the design makes you look like a pregnant lady
1,Great  flattering fit  lovely light fabric  classy with an edge. getting another one the other color! stripes on the taupe one are navy -
0,If you look closely at the pictures this dress is shown 2 different ways. one with a lace covered v-neck and one with a rounded neck. which is it retailer? don't know about the size but i had to answer the question. i won't order the dress until i know exactly which style i'm ordering.
-1,The armholes on this dress are totally bizarre. i can't believe no one else has commented on them yet. i am a size s on top and m on the bottom so i usually try on both in dresses. i tend to be a small/ size 6 in retailer. the armholes are so long that the dress doesn't lay right on top. i showed it to on of the clerks in the store and she agreed with me. we looked at all the others and they were the same. going up a size made it way worse. this dress might work for someone with really broad shoul
0,Really was excited to get what i thought would be a very versatile piece. unfortunately because i have ample hips  the skirt just made me look very wide overall. in addition  i am short at 5'2 so the length was also not flattering plus it is high waisted - it was just a lot of denim on me that made me look too wide and even shorter.
0,I saw this blouse in the store a few weeks ago and thought it was really pretty- great colors and fun beading around the wrists & hem. went online to order the petite size and when it arrived i literally couldn't believe it was the same shirt! it was so washed out compared to the one in the store and the petite size is very short (and i'm only 5 feet tall so that's saying something!). the neckline is very wide and open- not even sure what kind of bra wouldn't show?? sadly i wasted the shipping c
1,"These are the perfect vintage-looking high rise jeans  without the risk inherent in buying vintage. for reference  i am 5'2""  108 lbs and usually a 26 in ag. these fit me perfect in a size 26 and were a great length for booties and flats. they fit me at versus above the ankle."
0,This suit is so adorable! i love the retro style and the two patterns and i really wish it worked for me. the suit is comfy  seems well made and fit nicely. but  although it fit technically  i don't like the way it cuts me off at the thigh. it's not flattering for me at all.     the suit is kind of a neoprene material  so it's thicker than a normal bathing suit  so i think even though it isn't lined  it might not be see-through  but i didn't get it wet to test it out. in terms of fit  i think it
0,I ran to the store to try to this on after seeing it online. i'm usually between a small and medium on tops depending on the shirt; the 6 fit true to size. everything about this shirt fit perfectly and it is beautifully designed  but it is just soooo sheer. i had a nude bra on and you could see every detail of it through both the front and back. i couldn't wear this comfortably without a cami. disappointing as i had the highest hopes for finding a crisp white shirt for the summer!
0,I purchased this blouse in my usual size xl. the wine color is very nice  sort of a rusty cranberry. i so badly wanted to love this blouse but i have to return it. there is so much fabric in the back that it makes me look like a giant cranberry. it is not flattering at all on my full figure. maybe if i was very slender  the massive volume of fabric wouldn't matter but sadly it needs to go back. on a side note  this is a cotton blouse and i believe it is going to require ironing since i badly wri
-1,It was very pretty but it ran very big   sadly i had to return it.
0,"I tried these on because the color is really pretty and fun  and who donse't want a pair of comfy/cute pants... but they looked awful on my muscular thighs... i don't think the cut will be falttering on 99% of the population. also  not as comfortable as they looked  the crotch seemed a little ""low"" on me  though the pants were in the correct size."
1,I absolutely love this pullover and am so glad i purchased it. it is the perfect weight for fall/winter  super soft  true to size. the diamond shape opening in back looks great with my strappy yoga bras  i have received compliments every time i wear it. i am 6'  144lb  slim/athletic build and often have trouble with sleeve length. this however is perfect & i can use the thumb holes as designed without stretching the sleeves in an awkward way. wish it came in more colors!
0,I ordered the petite in my size  since i'm well petite  but curvy. i recommend this dress if you don't have a lot of boobage. unfortunately  for me the waist line came up high an inch below my bra line and made the dress poof out at my hips in an unflattering way. its so pretty and i was really excited about ordering it. it fits  but just is not flattering because of my boobs. this is always my problem though with dresses.
0,"I wrote item ran large  but that was true only in length. it would be long for someone 5'10"" . however the bigger issue is getting it on. the style and quality are quite nice  but it does have some issues."
-1,Top opens in the middle right in front. should have some sort of closure inside to prevent this top from flying open will return
0,Very well made  wonderful fabric. fit perfectly everywhere but the bust.
0,This brand has odd fitting of late. i normally wear a m in retailer tops but i had to size up to 12 on this shirt as it was tight across my chest. i am a b cup and had a sports bra on when i tried it. brought it home and tried on with a regular  non pushup bra and it pulls slightly. i might return it because my guess is that it will shrink when washed. otherwise  its a cute tunic style top.
1,This dress is more adorable on then sitting on the hanger. the material clings to all the right places and feels really good. i must say this is one of the most comfortable dresses i have ever put on. would never tell from the photo that this dress is so adorable. if you like a fitted dress in the waist and bust that subtly accentuates your curves - try it. adorable!
1,Love this tee  purchased the blue and white  i usually wear xs in many retailer items but opted for a medium in this tee so it would fit loose. works good not fitting too tight. i like it because it's a tee shirt but it's a little dressy  great for going out to dinner  etc...
1,"I knew i would keep it as soon as i put it on -- comfortable  beautiful fabric  cute gold buttons!  as well  due to the cut  it feels roomy  but has a slender fit around the arms.  the ""denim"" color has beautiful detail  but i don't think i would like the maroon solid.  i wish there was another nonsolid color -- i would buy another one!"
1,This dress is gorgeous! i sized up from my usual 6 to an 8  cause i'm not much for form fitted dresses. however  it was still pretty body con for me. i passed in it for now  but in the future i might try a 10 petite?? the color is a nice brick red with a textured whitish pattern. and it is soft ... like i wanted to snuggle up on the couch in it  but i had to refrain! i've been having bad luck with zippers from retailer dresses recently  but this one was smooth sailing and pretty too! the length wa
-1,This is much prettier online than on me. too much dress  even though i sized down.
0,I received this dress today for a june wedding. i was so excited about it and the quality is beautiful but unfortunately i am going to have to return it. it runs very big. i normally like to wear items a bit bigger/baggier but with this dress it needs to be tight on the sides. bummer :(
-1,Disappointed :-( this top has a boxy shape and looked like a mini moo moo on me. i have a similar shape as the model and it looked nothing like that on me. bummer! i liked the quality and weight (not too heavy nor too light) but shape is unflattering. it's going back.
1,Cute jacket  but size didn't work on me. 5'4  135 lbs. normally order s or xs in tops  but m in jackets. ordered the medium  but way too long everywhere. i can get by with regular a lot in retailer  but definitely ordering the petite to see if any better. not sure it will be enough though as arms were quite long.
1,I tried on the xs in store in crimson (i would need petite) - the color and fit were very flattering on me (pale skin). the dress feels very silky  i love the back  how it ties  and how high the neckline was on me in the front. the little flutter at the bottom of the dress is also a nice touch. my only concern was whether this looked like a negligee... i think i would buy it if i had somewhere to go  just not sure the fabric is appropriate for work...     reference: 115 lbs  30dd  26.5 in waist.
0,The button detail on the sides is a unique design detail. i had fun playing with different looks that came with unbuttoning and buttoning the sides. but i decided against purchasing this top  it appeared shapeless on me. i have a curvier/athletic figure  and a straight up and down cut is not flattering on my figure.
-1,I bought these on sale and they quickly went back. i was very disappointed after reading the reviews. i thought for sure these would be a winner. however  i was sadly mistaken. i ordered another pair of jeans  the same  from a different brand. these were way too small while my others were too large. they didn't live up to my expectation and were still rather long. even though i bought these on sale  i was not happy with the quality.
0,Beautiful color and softness  very warm  but the front is way too much material. it just wasn't flattering the way i wanted it to be. perhaps on a taller woman this would work.
0,Great looking shirt that i bought for my wife  but poor quality. the fit is great but the buttons literally keep falling off. first time my wife wore it two buttons just fell off. when she was sewing them back on she showed me and another button just came off with the slightest tug. its really too bad because it looks great otherwise.
-1,I like flowy tops because i have a bit of a belly and i like to camouflage it but this top was really flowy. the fabric is great and the embroidery is beautiful  i was hoping for this to be a holiday staple this year. it has to go back though  just too large. i don't love it quite enough to order a size down.
-1,"I have been looking for an off-white vest and thought this one would be perfect  except it is going back. i am 5'9"" 150 lbs. medium is my normal top size  but this medium was tight even though the design looks relaxed in the picture. no buttons  so no way to close it. unlined and the design and fabric look more casual than the photo. not worth the price."
-1,I love deletta and regularly search for their items here on retailer. however  this one is a miss as i think it runs small or you need to be taller and thinner then i for the gathering  opening to hit you right. i did really like the color ( ordered the brown) and material but back it goes.
1,I purchased this top over the weekend and absolutely love it. i am currently 9 months pregnant (due in a week) and this top is perfect bc it has plenty of length. it is super soft and comfortable for the texas heat. i am 5'6'' usually 115 lbs currently closer to 140 lbs.
1,This is the softest jacket! i could sleep in this fabric. the ruched details and fun collar make it unique. plus it has inside pockets! one of the best finds in a while.
0,I love belted sweaters  but this was way too low in front. it hung almost to my knees in front. i'm not a fan of that look.
1,"I have a sillier style sweater from moth that i got last year and love. this is not as great  but i like the style so i will keep it. i knew the sleeves would be shorter  but wish they were made full length with a little less ""bat wing"". the color is close to as shown- maybe a little lighter. i was hoping for more of a navy since that is what they are calling it- but this is more of a denim blue."
-1,Very disappointed the back of this blouse is plain  not as displayed.
-1,I try to find something to like about everything i buy  even if it turns out to be a disappointment. for me the neckline of this shirt is absolutely beautiful and super flattering. it was one of the only things that made me want to keep the shirt  but unfortunately it was not enough. this shirt is super boxy and runs large. i would recommend sizing down for those who want to try this. if you have a larger chest it might be worth ordering your regular size so that the buttons won't pull at the ch
1,Ever since i saw this dress i fall for it totally love the pattern and the colors. i got the size l and the fabric is really good. once i tried it on tho it broke my heart the dress fit perfect everywhere but in the v neck... the design there is odd i believe is for small breast cup girls  im size c and let me tell you  it look horrible  i was very disappointed so dress its going back :(
1,It's a pretty dress  my only concern is the sleeve length. it's an awkward length and makes the dress look a little frumpy. i turned the sleeve up once and it looks so much better!. or  if you are a savvy sewer  you may want to tighten a little in the arms so the sleeve is a bit more fitted. overall quality and feel is very good. i usually fit into a 6  but for this dress i ordered both 6 and 8 and kept the 8. the chest is a bit snug and the button pops open if you don't order the correct size.
1,Beautiful flowing feminine dress. runs large; size down. hot pink color. well made.
-1,"I ordered this in a 4 (34b  140lbs.  5'8"") because it looked like it would run big  and it definitely does! the 4 fit comfortably but the cut of this dress made me look about 10 lbs. heavier than i am. i am pear-shaped and this dress made me look very bottom heavy  so i returned it. that said  the material is gorgeous!  as it is the perfect weight and the colors are much more striking and complementary in person. if i had a straight(er) silhouette and a larger bust  this dress would have been a"
-1,I loved this dress and it fit perfectly. i did not have any issue with the camisole being tight  and i am really curvy. i did however have a problem trying to take it off. it has no zipper and in order for me to get it over my head i had to stretch my shoulders to the point where i ripped the back. i went to the store and tried on the larger size and ripped that one too. i tried to take it off more delicately but i couldn't. maybe it was me  but this dress is too much hassle. if i went any highe
0,"Wish someone warned of the navy one being not as pictured!! i ordered the navy because the crocheted part appeared to be more intricate than the ivory. in reality the navy knit is just like the ivory. it seems well made but very delicate. i'm not a fan of tops (especially pricey ones) that require a camisole but this top is a very ""retailer"" piece so most likely i will keep it  just a bit disappointed."
1,This garment is beautiful because the fabric has great drape to it. i am probably between a small and xsmall  but ordered the xsmall. it is snug  but i have decided to keep it and can wear a cami underneath  just in case the buttons gap just a little. i am concerned that going up a size with leave the neck area too gaping. it is also a little snug in the elbow area.
0,This is a very cute dress. it was perfect before i washed it. the problems i had after washing it was the outer cotton layer of the dress shrunk length wise while the inside black lining did not  so the black lining peeks out a good inch or two. and since the dress is shorter i can't really wear it without using biker shorts  especially for the back of the dress since it's shorter there and if i bent over you could see everything. i'm so disappointed in the quality because it is a very cute  ver
-1,I just can't get past how different the blouse i got is from the photo. mine has dark colors  really dark colors.  this top fits a bit large and the neck is quite wide. i thought it flowed well and fit nicely in my regular size large. i liked the length and the fact that it's shorter than shown. it still covered my bum.  the back has a cute peplum ruffle and there are little bronze colored beads along the bottom edge in both the front and back. i would have kept it had been the blouse shown in t
1,I would have bought this had it not been for the way the pockets are sewn in. they are attached on the inside by a string. if the string broke the pockets would dangle. for the price you would think they would have sewn pockets in to the vest. too bad.
-1,I've been waiting to purchase this top for some time  thinking it would be perfect weight for fall/winter. i'm pretty disappointed. since i don't live close to an retailer  i typically order a size up to avoid returns and usually end up with items that fit just right or a little loose which is no big deal  this sweater however i was swimming in  like a child in an adult sweater! it was huge! and not to mention unflattering on my short fuller shape. i wasn't impressed with the material either  it f
1,I loved the contrast of the front panels and sleeves/back of this sweater. it has a coat look with the ease of a sweater. the arms seem very long and i wish i went with an xs as where i live not much laying is needed. but overall this is a lovely sweater!
1,I am super happy with this purchase. this top is so soft with a nice amount of flow. i'm wearing it with a bolero sweater over it  making it wearable in the fall and in cooler weather. i also purchased this top in the gray/green shade and it lovely as well.
0,This dress is really attractive in terms of the pattern and the neckline. but the dealbreaker for me was the lack of darts in the back hip area--so that the stretch fabric really hugs the full curve of your booty. a size larger gave me bagginess in the top and a still snug fit in back that i just didn't feel comfortable about. some darts could have made a nicer fit here. but this is a a great dress if you don't mind a super body con fit.
0,For my body type  this top looked ridiculous! i am small-busted and thinnish on top. this seemingly very pretty top look like a big rectangle on me. very unflattering. hard to tell if it was true-to-size because it hung so wide. i think for a gal with more substantial upper body (i.e.  boobs) this would work better.
1,The dress is very pretty! i ordered for a wedding and thought it was a little casual for that. in the end i returned because it wasn't very flattering for my figure.
-1,I love the material on these shorts. unfortunately  that's all i love. the fit is awkward and i'm an easy fit. they're boxy in the body / legs and a bit tight in the waist  causing me to not be sure whether to place the elastic waist higher or lower and neither one works well. sadly  couldn't keep these just for the pretty fabric.
0,This dress is beautiful as pictured on the model. but on me  not so much. i am normally a size 0/00 with a 32b bra size. i ordered this dress in an xs and it was just too big and boxy. i also thought the material was going to be thicker  but it was very thin and didn't seem to fall right on my body. beautiful design  just not the right material or fit.
1,I love the coral color! allows me to add color to my neutral wardrobe! very flattering!!! i get a lot of compliments on them!
1,I really liked the beautiful fabric  design  and length of the piece.
0,Runs large and pocket detail is very prominent. wanted a crisper  trouser-like pant--this is not it!
-1,I loved this top online but it arrived very wrinkled which raised a red flag as to how it would look after wearing it. seemed high maintenance. also  didn't love the fit. color is vibrant but overall not a fan of this top.
-1,I thought this skirt would fit just over the knee with a nice flowy build. instead it fit rather baggy and was longer than i expected. i felt dowdy in it.
0,"Beautifully made. beautiful drape. deep  blue. so long tho i have to role it up at the waist so nix on tucking a white blouse in. why is it so long???? in 5'6"" and got a large. with 2 inch heels i still trip and not about to wear really high herls.   ill keep it tho because its a nuce dressy skirt. may take it to be hemmed but the last item i got hemmed ended up an uneven mess"
1,Love cloth and stone. this dress looks and fits exactly as pictured. soft and casual  with great design details.
-1,I loved these pants. the fit well and were flattering. unfortunately after three wears  they came apart at the seam. very disappointing and frustrating.
0,I liked the idea of this t-shirt dress for a great basic wardrobe staple; however  i feel that it was overpriced for the quality. it's a nice piece but i would wait for it to go on sale.
0,The design of these is adorable with the lace up ties however they are a dingy looking off white color. they are also pretty see through. returned.
-1,I want to love this shirt  i really do  but it's huge! the top is tent-like  which would be adorable with skinny jeans  however the length of the back dips so low  the top kind of reminds me of pajamas. the color is beautiful  more like a light grey heather  and the white piping is like a shimmery ribbon material. overall  the top is cute  but it dips too low in the back and the bow weighs down the back of the shirt  so it makes it hard to adjust it in the front. sadly  it's a return.
-1,I love the design and fit and quality. have been looking for a long-line top like this and was willing to pay full price. i have that dreadful little roll right under my bust line and this sucks everything in nicely. smooths it all out. i'm a 38c and everything was contained nicely and fit great in the large top.     here's my issue - wore it once and the colors ran! i was so excited to wear this i didn't even wash the top (i rinsed and dried the bottom  though). and i'm not a swimmer. just let
1,Taking the sweater out of the package i was kind of skeptical because of the shape  but to my surprise it looks like as it does on the model. it does take a minute to figure out how to wear it. i ordered the medium (normally wear a size 8) and is a little long  but goes with my personal style. i love the idea of being able to wear it out without looking frumpy or comfy at home.
0,Overall  the dress is beautiful  easy  and great quality. but the bottom part has more fabric than it appears in the photo  if that makes sense. it's not poofy or super-layered  but i had to pinch fabric on a part of the dress in order for it to have that more straight/shift shape that you see online here. besides that bottom part  the fit is true to size. but as a petit  the extra fabric isn't what i'm looking for. i think it works depending on what you're looking for. beautiful though!
-1,"Was excited to try this interesting skirt  as a mega bailey 44 fan. however  this skirt didn't fit well. the waist was fine but it then was boxy and shapeless on me in an xs/size 0. my piece also had a wrinkle from folding and i'm not sure how it would easily come out but the main thing is that the lines weren't flattering to the body. the ""vegan"" quilting isn't luxurious. i thought the diagonal zipper style was cool but it doesn't lay to advantage when worn and i'm an easy fit. length is so-so "
1,I purchased this top as a swim suit cover-up and it is perfect! i was counting on the model in the photo being tall so that the top would be longer on me and that was true. great product.
1,I just bought this dress today  and it is absolutely stunning. it looks so much better in person than on the model. i think it runs true to size  however it does have relaxed fit. overall  the dress has nice quality fabric and nice flow  without adding bulk. great buy!
1,"I *love* this tunic. i'm 5'5"" and can wear it as a dress with bike shorts or leggings. it is so soft and comfortable  and i love the pink color--very versatile. my favorite thing about this piece--i am a 36dd and haven't bought a button down shirt in years until this tunic  which fits over my chest and is so flattering! many reviewers are saying that this tunic runs large--i agree  but for those of us who are busty  it's an opportunity to wear a cute  breezy style with buttons and a collar!"
0,"This vest looked so cute online. what you can't see however  is the vertical seaming under the arms does not have any fringe (about 3"" wide). that material in the seaming area looked like cheap polyester and it pulled slightly near the side pockets so it didn't lay nicely. also the top of the vest where it comes together also does not lay well and it falls awkwardly open - again showing the cheapy material that it's lined with. fits true to size. i usually wear a s/m in retailer and purchased the"
-1,I ordered this in size xl and ended up returning it as soon as i received it. the color was just as pretty in person. the thick eyelet panel was well done. the problem is the whole tank was much smaller/tighter than pictured. i have several tops from this maker and was surprised how this was cut too small compared to their normal fit. i'm pear-shaped  so the hip area looked terrible. but  the whole top just wasn't up to the typical fitting standards for xl. retailer has done much better in the pas
1,Love the design! fabric is very light and flowy. i like a tank underneath for a little extra coverage. runs a little wide. size down. such a fun top  i've had tons of compliments! i usually wear a size 8 and i purchased a medium but wish that i had sized down to a small.
-1,I disagree with other reviewers on this. it looks a lot better in picture on the model. i found it to run large and not fit in the most flattering way. fabric feels great. i want to love it but it is going back.
1,First of all i love retailer  i am 67 yrs old and my whole closet comes from the store. this jacket is way cute. the color is very nice and the fabric is nice. only complaint is i wish the cuffs were just a bit tighter/smaller.
1,I found this today on the one and only rack. i absolutely fell in love with it. i bought my normal size medium and it fit perfectly. other customers were asking where they could find it in the store. i highly recommend. it can be dressed up or down.
0,This blouse runs large  billows out slightly  and hangs in a boxy straight way. i'm normally a medium but can probably wear a small in this blouse. the blouse is lined with a light-weight material but i can still see through it just a little bit. although very pretty  the blouse can snag easily so be careful when wearing. regardless  i plan to return for a small because this blouse is beautiful and unique. perfect for fall with its warm colors or summer because it's light weight.
0,"I tried this on in the store as soon as i saw it because of it's ease  modern look  and my obsession with stripes and wrap skirts. i am between an 8 and 10 in retailer most of the time (although sizing has been quite erratic in the last couple of years)  but picked up a 10 to ensure an easy fit. was so surprised to find you have to not only buckle (cute detail) but button and zip this ""easy"" skirt  and with all that there were also straps that buttoned that i believe are there to keep it from flyi"
0,I was really excited for this dress to come and hoped it would work well for a couple of holiday parties that i will be going to this season. i wasn't sure what i thought when trying it on  but i am thinking it will go back since i still am not super excited about it. for me the waistline was a bit high  and it had a bit of a frumpy feel. i love the floral pattern but overall it just wasn't amazing.
1,I love this top! it is modest enough for work  but fun enough for weekends. soft  comfortable  and lovely pink color. i want it in every color! (it seems to only come in two colors  though.)  soft flowy fabric  is lined with a soft inner fabric as well. super flattering for any body type!
-1,This shirt is way too flowy and the pink color is extremely washed out- will definitely be returning!
0,This sweater is fine for the casual days. i bought this in cream and i have to say after one wash it looks old. i'm a huge retailer lover and buy a lot of clothes from them. this is just not the best quality and looks tired after a few wears. very soft  but poor material. not my favorite purchase.
0,"First off  the dress quality is great  the fabric is very nice  the color is great. i am 5'4""  150 lbs. the dress looked like a parachute on me  very unattractive  because the fabric is pretty stiff. i quite honestly looked pregnant."
-1,I rarely write a really negative review and retailer is my favorite store ever. but this dress is awful. i ordered the black and white. the fabric is very poor quality. the colors are washed out. i almost didn't try it on  but i did and found that  for me  the fit was terrible (though some of the reviewer pictures are cute).
0,The blue was a great color and i like the idea of a reversible top. however the xs was just swimming on me. this looks much more fitted in the pictures. my favorite workout top is from this brand and it is fitted and held up for 6 months. where are the fitted tops?? i'll keep looking.
0,Simple cotton garment such that the price seems high. if it had fit perfectly there is a chance i would have kept the dress  but my normal size 6 was a bit large and even though it was size petite  also to long in the upper body. perhaps a 4 p would have fit  but it may have then been too small. puzzling for petite to be too long in upper body. love this shape dress and the color and pattern however.
0,The description doesn't indicate the metallic thread throughout the design. you cannot tell from the pix either. it's also a really strange design with the arm holes being almost the entire length of the sweater. can't decide if i want to keep it or return it.
0,"I was so excited to receive this shirt and so disappointed when i tried it on. it's a lot fuller than it looks in this picture or maybe it's because i ordered a large? i'm 5'8""  180lbs  36d bra size and can fit into a large at retailer just fine but it made me look huge! not flattering at all and it was so full that it looked like a short dress!"
-1,I was surprised by the other reviews. expected to live in this all winter but found the style bulky and awkward. the hi-low cut with so much bulk just wasn't flattering. i wish the armholes had been larger so that the body of the shirt would have fallen closer to my body. the armholes are the size of a fitted shirt which pulls the shirt wide rather than allowing it to drape a bit more. it is incredibly soft but just not as comfortable as i'd hoped. it went back.
-1,I was really excited to get this dress and to my dismay when i pulled it out of the package i could tell i would be disappointed. i tried it on and i was correct....it looked like i was wearing a huge tent. i returned it.
-1,I love the pattern adn color combo  but  wow t really flatering on me. too much fabric. i felt like i was trying to hide wight gain or pregnancy or wearing a mumu. anyway  not for me  but others might toll wnat to try in case it was just me... too bad.  length was decent in regulat size though  not too long. just too wide.
1,Love this top!! i bought it for school and im dying to wear it. i could see how other people could dislike it bc of the loose frame  but if you like flowy shirts this top is for you! i like how the shirt is made of a really soft and sturdy cotton and the top part is more fitted so the fabric doesnt completely drown you out. also  this top looks super cute paired w/ a bralette and espadrilles!
1,"I love this dress! the beading gives it something special and the petite fits my 5"" frame perfectly. lightweight enough to wear now and again later with layers for fall. very soft fabric!"
0,The material looked much nicer in the online picture. also- there are pockets which added a bulk to it that was not flattering on me.
1,I loved this dress immediately.  i got the blue and orange and love the combination of the top fabric and the flowy skirt.  only one complaint.  it's a bit short on one side so i'll have to wait for cooler weather to wear it with tights (if i want to wear it to work).
-1,I was so excited to try this on in the store  because i've had my eye on it online. unfortunately  it is not like the picture. the material is very thin  almost translucent. i also could not figure out how it get it on! the cape has short sleeves  not long  as it appears in the picture  and the folds of fabric would not drape quite right in the front. love the look of black design on white. hopefully retailer can redo this in a thicker cape for the fall  but for now  i'll skip this one.
0,Very pretty dress and nicely made (the embroidery is quite lovely and double lining  as mentioned by the other reviewers  is awesome)  but not a good shape for me and my hourglass figure. like a lot of swing dresses  it has no structure  and it's not a good look on someone a little busty  as i am. in all honesty  i thought the sack-like shape of the dress made me look 20 lbs heavier than i am. i am a medium  size 6-8  and took the 8 based on the other reviews. i probably could have sized down to
1,This is a great dress that looks better in reality than it shows on the website. the style is very flattering  fitting snug at the waist with just the right amount of flare. i am 132 pounds  34dd and i bought a size 8 and it fit great. the material is soft and flowing and the cut was true to size for me. the first time i wore it a woman walked across the restaurant to tell me how much she loved my dress. this one is a keeper.
0,This is indeed a very flattering dress and looks great - unless you move in it. the fabric shows every little lump and bump on your body as you move and clings to tights (only a little but just enough to make it annoying). if you have any jiggle at all  i'd steer clear. would have definitely kept it if the fabric were different because the cut is amazing but alas.
-1,I wish i had read the other review about the color of the pink version of this sweater before i ordered it. she was absolutely right - the color is completely different in person. it is this garish pink and brown that looks like it was knit together with remaindered yarn. it's too bad  because the cut of the sweater is cute and the zipper adds a funky touch. maybe the blue is better in person...
